name,max_ndvi,20150720_N,20150602_N,20150517_N,20150501_N,20150415_N,20150330_N,20150314_N,20150226_N,20150210_N,20150125_N,20150109_N,20141117_N,20141101_N,20141016_N,20140930_N,20140813_N,20140626_N,20140610_N,20140525_N,20140509_N,20140423_N,20140407_N,20140322_N,20140218_N,20140202_N,20140117_N,20140101_N
forest,8056.37,7682.6,1136.63,8056.37,6288.81,235.611,3789.97,920.665,1448.41,560.231,6701.75,1377.97,1004.7,646.06,1972.04,2254.22,1952.09,4338.18,593.427,7284.34,918.884,3905.7,2682.45,6004.97,888.377,6628.08,682.416,1078.7
forest,7969.05,6212.63,4262.25,2850.76,7969.05,1393.08,2803.98,1463.04,2704.48,725.134,3430.47,5091.8,2123.84,3518.69,1677.11,323.001,1419.82,7323.82,3183.77,5853.74,1827.8,6136.9,942.19,1083.47,650.705,7268.64,687.134,1877.93
farm,7324.84,4295.23,4264.48,5470.56,4410.43,2471.15,7275.31,7324.84,6537.84,5091.26,590.375,1685.45,3764.21,361.1,3636.87,590.934,943.305,2150.91,4951.92,4281.28,3732.97,3564.06,5966.84,1362.42,528.343,5191.26,551.265,1299.71
impervious,6265.19,5538.67,6265.19,4344.86,5894.24,1498.06,5176.51,4449.86,5186.63,5138.94,6050.33,482.674,6071.84,5194.79,5359.8,4688.7,430.116,876.938,3204.83,3826.74,3963.48,2274.78,373.867,353.942,330.043,4606.43,2082.4,374.914
water,613.187,-433.735,-1738.03,-591.091,-1470.53,450.952,-1418.93,-1106.76,613.187,-2323,-1447.72,305.587,227.994,349.229,457.158,128.519,-1137.17,372.067,-2683.6,-241.064,-1576.27,-1143.65,341.628,298.632,442.239,-2173.33,400.771,-1767.57
water,7004.33,6688,6723.54,733.29,6242.51,6003.6,6256.72,480.382,6622.53,6550.35,6220.51,2520,3318.82,1351.62,7004.33,475.238,3240.54,4696.71,2018.56,3790.08,6311.07,2815.47,434.099,858.583,450.054,5758.01,2470.64,1407.25
forest,8087.67,7693.25,7500.48,5539.64,1720.91,1172.92,7744.74,1366.12,8087.67,6379.62,7830.37,1038.25,1382.31,512.436,831.718,2205.12,2004.12,1765.57,7818.37,817.419,5388.29,6386.31,410.191,6817.99,1258.64,7084.93,1301.74,7918.65
forest,8155.62,7478.35,6900.45,639.329,1257.51,5251.26,611.956,7115.25,4733.17,7422.55,7460.98,6949.41,402.447,3480.06,1143.25,933,2889.99,5883.04,8155.62,868.983,1492.56,502.182,1316.92,454.661,2273.99,7166.51,1636.55,7456.81
grass,7475.21,6893.37,7475.21,1923.81,4214.83,2612.75,857.842,4635.57,5298.59,3496.08,1794.36,669.101,5067,6480.19,5397.9,5241.43,688.591,2943.83,5740.01,6873.02,3470.3,-84.1762,2993.41,3620.73,1401.03,4556.24,5121.09,409.834
grass,6552.67,6552.67,3774.1,3391.38,3376.06,3979,4437.97,4124.05,5574.37,2501.59,4856.99,492.703,1264.06,3235.1,5429.83,1313.17,528.04,997.494,6439.46,4137.78,3289.05,626.946,489.056,467.596,291.873,5004.78,556.502,361.911
farm,7375.3,7263.35,4096.03,3960.71,4195.59,972.005,4963.55,3844.41,6884.56,941.973,7375.3,783.859,1683.83,3926.08,2521.33,1988.62,878.303,3588.45,5282.4,4826.46,4585.24,4039.4,2789.71,4755.26,531.633,4410.31,3296.47,2828.49
farm,6669.91,6322.98,6669.91,5826.19,5368.92,1327.76,1010.01,1080.67,5526.82,6103.31,5540.15,572.68,1443.23,888.442,775.539,942.289,642.306,3915.76,5281.91,4702.37,4853.38,4769.72,2512.13,5228.28,305.939,6096.23,1363.56,2357.01
forest,7849.88,7849.88,5977.05,1314.29,5790.25,778.853,4617.25,3571.77,591.556,1067.94,7535.52,402.942,1623.13,455.032,728.865,333.361,3179.02,1189.95,5683.27,1835.2,6939.4,4297.01,753.252,6334.52,540.872,6849.83,1123.41,6466.31
forest,7801.02,7793.64,2189.49,5342.05,5718.69,270.229,799.231,777.256,748.547,489.625,253.817,500.997,1144.94,403.805,1066.42,316.813,1213.86,1458.89,599.803,3851.59,7801.02,6891.28,265.067,4964.71,296.142,6545.64,290.342,522.878
forest,8210.14,7727.85,7652.23,3608.15,8170.86,746.668,8052.93,3087.91,8153.03,8199.23,8210.14,867.137,2926.44,733.722,992.541,426.581,2815.99,1356.92,1226.66,6560.17,642.109,5032.58,2391.46,7710.43,1576,7342.59,6480.82,438.574
impervious,7705.86,7705.86,802.136,4241.04,3567.03,3442.7,6568.69,1344.48,6970.01,6820.08,6832.94,5407.86,6014.97,1775.73,3557.15,646.296,833.792,4755.66,7427.99,5620.04,1234.83,1462.12,6022.55,3003.61,3899.24,6909.38,1450.22,5774.4
water,1956.97,1433.99,82.7086,-618.263,-656.934,440.601,-681.293,437.835,-1875.24,595.13,1090.2,421.57,1115.42,1485.98,75.3806,441.029,1678.11,1724.56,1956.97,211.527,-1736.49,-1144.38,552.022,904.432,493.462,248.366,-367.405,-2243.31
farm,6757.8,3422.77,4871.07,4061.27,3162.35,586.169,4812.33,4343.99,3306.01,1640.23,1005.45,669.772,1327.41,373.504,884.405,934.487,973.816,4565.53,4358.55,2951.77,3389.7,3242.78,814.613,2932.83,833.799,4313.54,386.549,6757.8
forest,7642.03,1763.13,2711.76,338.73,7642.03,5535.9,7485.62,409.974,7421.92,7408.06,7546.67,899.65,1241.15,3191.69,911.162,394.79,3511.91,1247.73,7109.42,1534.13,5384.52,431.336,291.943,1184.77,1440.53,6728.43,2106.45,6443.65
forest,7353.19,5519.97,718.703,6346.67,7353.19,1610.16,1387.25,490.146,6912.18,964.136,3210.3,240.806,6373.62,418.747,1180.85,1258.81,2089.96,4322.14,1135.68,5260.19,422.498,6137.83,340.928,817.828,779.648,5617.01,512.601,2209.58
forest,7709.42,4331.38,2534.27,7709.42,4717.85,441.245,7235.9,6678.55,688.427,6798,6287.78,5800.11,571.605,4224.5,808.274,535.576,3927.91,1290.58,7213.6,2128.18,436.512,6655.72,403.323,799.07,3337.28,6010.57,4141.68,1369.31
water,3121.1,2396.03,922.273,153.069,-148.954,455.629,270.849,562.432,481.494,1714.32,326.637,402.427,1596.89,1310.83,157.832,309.388,2053.42,2423.12,3121.1,1593.51,828.652,-99.5733,408.746,1286.27,354.311,1469.79,1170.51,934.052
forest,7807.48,2542.62,2446.08,536.276,7807.48,5326.37,7342.53,1623.75,449.406,477.905,7450.74,5886.69,4169.56,380.498,864.518,304.464,3769.29,744.243,6544.52,1144.87,7059.55,1526.81,321.97,688.452,1268.72,7085.02,547.175,1152.68
farm,7278.76,3217.55,2774.56,2837.64,3571.5,1107.12,6185.93,6592.35,7278.76,941.221,4840.27,2875.45,4101.91,4287.4,676.787,6785.08,1759.1,1004.92,3271.83,1432.1,1713.84,4913.27,782.901,596.241,533.506,3004.65,1329.2,2922.61
impervious,3336.53,3336.53,2637.4,773.738,1863.85,1452.68,1273.28,1645.85,1530.93,611.072,1744.25,729.156,2176.6,1193.98,3142.22,2631.32,686.758,630.64,456.541,2434.33,2477.39,1533.01,474.13,586.325,399.36,1495.62,506.847,330.537
forest,7928.33,7846.65,6888.31,5322.17,7928.33,244.773,5378.38,6585.37,3371.77,5517.71,7309.54,3319.85,3712.8,600.973,2717.89,3186.84,2388.33,6116.15,828.028,7302.74,1638.24,6851.48,1453.98,7062.29,1073.71,6903.67,618.149,1284.78
forest,7858.24,7752.68,814.086,6048.79,3000.55,7705.55,7762.85,1428.77,1667.47,695.457,7858.24,3698.68,1141.13,449.193,1137.06,572.853,4320.5,665.37,7454.86,1030.33,4288.07,1386,439.029,6045.35,581.723,7333.69,510.325,4112.55
farm,8090.23,5517.19,2898.45,3148.7,2975.79,1944.32,6092.27,2735.29,8090.23,6343.67,5459.71,2233.74,2792.5,460.98,1699.89,5872.3,969.004,1746.64,2114.35,471.208,3605.79,3349.43,4352.85,2633.98,428.733,4593.66,1507.14,2962.79
forest,7997.07,7997.07,7059.43,7908.86,943.322,832.82,7210.5,2577.9,7631.77,3646.01,7713.63,3684.56,1533.42,1090.77,2205.89,2463.05,708.416,6393.03,1325.22,6428.71,1470.84,1663.7,6007.91,1449.96,2047.64,7338.18,857.256,4125.6
forest,8318.33,7987.9,3441.08,2766.77,3848.39,1718.52,2363.4,3769.17,8175.9,7190.84,8318.33,1346.38,612.585,677.333,1016.26,332.848,2728.05,1308.84,5671.51,6558.69,491.963,6192.66,629.423,7527,4510.49,7872.36,652.344,6019.26
forest,8057.45,1436.81,7837.62,8057.45,7860.41,399.308,2759.22,3989.47,7741.59,2866.43,4367.09,2126.55,2607.18,1229.24,1653.06,965.517,1647.67,3440.9,1086.82,4316.55,595.483,6473.69,2161.29,6418.3,706.818,7561.16,803.11,5458.13
forest,7334.56,6485.51,3533.09,6894.92,7334.56,3348.69,1107.86,356.667,714.206,6637.19,5891.52,400.165,478.855,1529.54,1229.87,576.822,3198.61,2191.41,5815.63,5603.89,457.752,882.839,508.155,6774.77,364.919,5864.59,1802.35,3997.15
water,1715.3,1272.78,521.318,-241.282,825.381,408.089,-534.194,519.926,-1724.61,414.875,812.154,343.498,1230.63,1479.68,64.7151,649.753,1715.3,1610.82,763.86,491.951,-1832.2,-564.471,603.811,697.387,536.107,-407.457,257.386,-1718.38
forest,8265.07,1121.67,8265.07,8171.49,7956.58,2036.54,7857.23,7088.43,3345.48,7515.82,6400.48,1079.96,1279.91,4125.87,7946.9,4191.73,534.119,2449,8082.78,1309.03,4198.78,2464.28,2337.59,900.998,7629.32,7531.2,1877.49,479.455
impervious,4508.9,4105.38,4131.98,3389.1,3627.62,3695.38,3932.05,3628.13,2567.29,4091.31,3962.08,4370.59,4508.9,3647.49,1928.67,4236.63,790.574,2692.55,4233.51,3847.82,4002.15,2459.5,2157.44,2185.53,2323.46,2280.11,1539.93,1502.39
forest,8253.16,6350.24,7505.23,6766.71,5409.98,5468.61,5421.79,1254.8,6915.76,4349.49,1780.41,972.32,8253.16,2141.85,7270.51,5969.96,609.326,1758.64,7688.54,6334.36,3803.65,3098.54,4447.63,1785.88,6320.14,6592.45,5558.18,1157.93
impervious,1312.67,827.391,267.028,386.422,410.81,370.187,268.526,541.108,345.071,917.353,387.707,462.891,374.738,706.085,730.626,851.555,580.195,896.646,302.613,945.776,831.924,985.125,515.296,383.625,367.065,409.12,1312.67,540.457
forest,7977.3,7650.18,1578.95,7703.13,7792.09,341.894,5206.82,3507.7,912.719,1323.12,333.267,647.513,1005.94,359.287,744.655,454.489,1277.43,2940.24,4180.5,7098.18,7977.3,7264.92,382.873,2354.15,449.612,6882.28,382.111,528.544
forest,7416.57,6735.56,816.626,1002.62,5221.45,3764.45,4689.15,822.004,6092.34,2847.94,6429.24,5398.76,506.323,684.086,1305.56,282.032,2955.93,922.802,3685.24,4957.38,1758.3,3339.6,699.89,5305.27,2484.62,6281.19,814.49,7416.57
farm,7190.5,6852.28,6299.26,4715.13,4763.23,2943.29,885.69,5038.39,5484.21,7190.5,6416.01,479.582,2623.13,479.22,1392.87,-9.15682,562.082,6548.73,6458.97,4904.97,5452.35,4679.34,1936.76,5704.79,1464.99,6273.02,500.188,6362.41
water,2262.1,1003.69,-43.7502,-424.08,-120.676,548.93,610.057,872.325,-1130.15,-2582.93,-359.832,898.061,1510.13,1509.87,251.634,1013.73,1407.85,2262.1,1587.38,1605.37,-505.428,790.405,1104.58,688.138,534.573,1904.42,1772.89,-2571.73
forest,7576.5,503.47,1983.47,1535.78,2961.74,293.35,7576.5,976.144,1253.34,5474.91,7055.42,3421.22,675.915,1210.99,717.948,580.526,4122.31,2010.92,2799.41,415.857,556.954,6103.99,365.985,1108.27,4182.32,6431.31,2885.3,6613.01
forest,8027.18,7074.71,7810.98,5204.59,716.376,482.459,4833.26,5995.85,7984.93,4373.39,6262.67,4069.09,4006.61,1738.31,783.457,936.617,2024.32,6937.6,3474.75,5408.78,1367.01,745.194,1457.06,6292.43,942.822,6372.13,823.894,8027.18
farm,7889.19,2722.54,3904.3,2683.35,3199.41,3457.58,6228.98,6101.46,5351.66,7889.19,4829.78,763.839,4970.43,5151.08,3884.47,6579.35,3824.78,3376.71,4461.68,3536.2,4218.49,2248.59,547.215,1004.62,633.887,6102.5,2017.65,858.908
farm,7450.19,5876.61,3092.59,2797,2442.8,3679.26,4478.85,2138.25,5642.17,3397.15,3777.74,1563.42,4664.67,5923.11,4047.29,6549.05,925.42,3010.23,7450.19,4804.33,2703.5,2232.69,2015.65,2824.22,4930.23,6045.45,6163.96,1549.78
forest,8081.01,1015.55,8049.07,878.974,6553.15,7443.2,1990.82,4213.34,5544.16,6870,7702.12,498.589,1084.08,4576.24,8053.4,3654.94,594.482,1687.14,8081.01,140.024,2574.61,834.021,7290.22,2708.86,3183.54,7656.17,6843.36,1580.77
impervious,6809.64,6193.53,3352.43,4175.16,4223.56,1971.18,4021.51,3744.9,3772.8,4567.3,6809.64,729.971,6384.75,5298.59,2759.21,671.867,659.176,2710.91,1415.88,2674.92,3181.75,1251.4,2115.9,1208.01,2053.99,1981.98,2463.41,1022.07
water,2498.51,1884.93,122.92,-467.425,2498.51,486.353,-783.714,369.261,-1843.26,-1535.12,1022.46,341.57,1988.95,1523.69,144.701,686.833,1576.94,2211.32,800.131,609.157,1636.39,-270.719,375.315,1207.41,341.784,2202.43,488.069,55.6102
water,4666.99,4195.8,1654.87,3631.29,4061.85,453.826,625.825,753.058,3126.62,817.436,918.439,424.036,1559.45,1507.89,53.791,740.093,1606.39,2324.5,4666.99,4255.87,2373.68,3465.36,974.147,714.89,533.671,3048.12,848.963,3548.17
water,2413.92,2290.69,2363.21,1333.45,430.202,464.687,482.695,1246.21,-1632.86,885.868,-346.587,587.806,1471.5,1422.52,40.3351,1354.42,1728.33,2254.63,2413.92,1592.85,1674.71,1755.73,1238.61,488.196,645.425,1742.13,981.373,-4145.25
forest,8034.69,7568.43,943.463,8034.69,7914.31,266.743,1381.1,3166.12,7636.58,990.787,5335.08,1189.33,1650.58,1678.38,1925.29,5248.83,1826.23,4129.13,649.413,7301.83,1146.34,5803.48,2098.84,1784.39,311.366,7125.77,537.956,1385.96
water,5041.35,4313.52,3662.84,3356.08,3347.77,504.702,4937.04,429.51,5041.35,2110.08,562.994,388.524,2447.54,1722.36,149.623,436.927,1740.34,4272.55,3844.46,3463.61,3558.82,1940.67,496.683,853.356,316.32,4588.99,1097.88,3687.11
forest,8004.22,7421.46,2619.02,6385.14,8004.22,349.721,653.684,433.162,7855.91,4951.16,496.666,119.025,1348.42,300.17,871.531,352.47,1651.39,1048.79,7499.85,4484.52,530.668,7336.96,416.981,1276.43,355.826,7010.98,666.272,533.712
forest,7969.2,7969.2,7905.75,2801.85,1447.68,287.17,6308.52,1266.62,4557.37,783.121,350.457,809.69,1060.35,363.342,889.497,276.332,956.181,2536.4,1755.58,7299.41,2765.69,5543.49,208.361,1293.98,390.355,7234.35,344.641,521.5
impervious,2920.65,2920.65,484.491,1301.8,2541.44,2115.79,1871.9,2079.82,2367.02,1182.7,1248.42,1957.24,2111.73,347.814,901.948,1731.66,1665.51,663.757,1717.89,2049.81,1832.39,1761.17,289.012,662.652,350.032,2505.85,752.614,453.534
water,1938.22,1458.25,154.784,-307.153,-228.277,360.564,-445.797,512.636,-1965.81,918.254,1099.98,326.856,1608.24,1777.09,53.5097,617.85,1611.63,1938.22,104.554,381.356,-518.792,-907.62,819.758,732.974,552.135,109.709,672.526,-1820.43
water,2464.66,1207.83,-182.914,-1044.42,-555.556,458.601,758.892,964.668,-2339.78,1347.75,-884.897,522.095,2464.66,1145.58,72.2567,1249.8,1591.44,2122.84,743.995,453.363,727.505,932.539,1234.95,570.535,627.739,1566.65,1732.38,-1796.41
water,2822.47,2458.06,522.464,2099.74,-1986.22,432.957,-778.046,1447.67,-1027.42,1903.24,1022.73,881.022,1328.33,1602.93,110.232,456.22,1663.59,2822.47,2326.13,2175.73,-704.479,-85.1326,630.788,1694.23,433.81,1948,-705.45,-557.677
water,3328.02,1385.09,238.791,-606.823,-627.229,493.999,-1017.91,433.059,1769.5,1285.57,1576.53,388.397,1381.93,971.997,71.6211,482.225,1751.28,3328.02,2801.74,2692.01,1383.19,292.563,533.372,1082.99,333.147,1514.45,1197.98,2330.25
forest,8330.81,3444.14,5865.93,3875.94,4113.02,4326.47,2127.88,5003.79,5805.5,6715.03,7264.93,426.974,7754.21,3029.75,8330.81,7590.62,582.266,5252.71,7148.14,4213.28,2407.7,3720.58,3875.93,878.393,5359.34,5868.67,6542,346.689
forest,8071.74,3056.19,8056.6,2238.13,7078.34,7678.59,7858.96,6726.38,5240.91,7980.96,8006.08,4937.74,1273.47,6797.93,7551.63,7748.72,543.838,1109.05,8071.74,1178.77,3206.78,5998.13,1184.02,7870.77,6626.8,7848.4,7798.29,3523.47
forest,8217.3,755.159,7717.53,8217.3,6928.72,361.124,7723.52,3089.83,4422.8,3325.86,5409.37,485.819,593.771,587.351,915.266,613.688,2097.5,1205.32,770.883,1619.55,313.692,6877.53,373.766,562.03,2004.91,6694.51,720.929,657.689
water,1655.28,1240.32,1483.42,-425.677,1655.28,437.16,938.51,531.48,-712.937,517.106,-365.232,459.102,1298.36,1132.42,42.8843,478.237,1644.82,1459.19,-325.699,141.911,1625.04,-1446.04,849.927,637.852,593.984,-467.48,644.576,-2356.07
farm,7914.26,7105.96,1025.2,104.905,5624.84,1798.01,6296.59,4491.65,5512.78,6471.71,6803.02,476.638,2482.4,2792.37,664.361,-24.0074,852.353,6890.63,7678.97,5868.65,7913.23,6893.09,2499.8,2193.02,642.754,7047,495.361,7914.26
forest,8261.96,5865.87,7967.67,6402.87,7644.81,7719.68,7893.43,994.981,8093.14,7980.15,7993.68,6002.66,8261.96,6979.94,7264.1,6743.19,582.579,1196.25,7734.45,1089.29,3042.15,6159.37,789.067,2621.75,7510.46,7903.03,7803.18,1189.68
forest,7515.68,6952.02,5734.65,6723.73,1143.53,358.354,552.264,4415.47,1797.66,7515.68,7216.48,4167.57,412.235,4034.92,1130.72,3348.91,2673.27,2957.79,7345.55,714.316,7301,442.366,484.843,444.248,3854.23,5672.79,3038.3,4830.36
farm,6883.66,5408.86,796.701,5060.68,4933.69,361.426,4973.89,3317.97,6883.66,1257.91,2811.31,1999.56,1273.1,1277.28,1342.6,516.749,3404.93,1614.46,1654.56,4398.6,4039.57,1081.63,368.502,6335.5,801.611,6453.11,889.261,6035.73
water,6875.48,6875.48,6798.45,6544.62,928.921,446.342,446.517,1454.89,4580.81,1926.87,5494.69,573.052,1535.72,1057.27,61.9406,1421.5,1437.02,4620.77,6282.75,811.49,4426.52,4117.58,5830.28,1024.12,605.553,3958.92,1828.79,6795.96
forest,7616.59,1575.33,5432.82,1580.47,1908.43,485.33,7616.59,1658.17,1447.44,1158.46,7586.75,4308.94,1309.69,988.509,751.627,581.456,3922.95,1865.85,6682.17,848.504,969.837,6890.8,313.303,2060.53,470.184,6577.67,726.06,787.091
forest,7844.22,7844.22,6350.2,5078.14,5367.64,5993.29,6350.69,417.072,6764.48,1827.23,7128.47,7104.6,7454.63,481.532,1321.3,259.647,5021.87,903.38,6148.16,3501.3,815.831,2275.09,342.65,5910.59,776.86,6157.63,1165.59,7693.55
forest,6937.26,6071.6,5093.25,5723.13,6118.46,6545.61,2499.9,289.675,2754.84,6216.44,6937.26,756.655,4432.28,2270.69,1411.79,265.083,2954.83,2768.54,6790.14,5823.69,846.37,451.294,465.945,5314.01,2793.36,5373.04,3887.65,6889.7
forest,8121.23,1905,2884.06,6425.23,7870.64,484.152,636.489,5732.12,8121.23,673.903,4450.08,2668.76,2660.54,1244.24,816.038,581.508,1705.7,7107.43,746.04,6888.98,1269.31,6151.94,2419.1,5766.11,684.598,7593.43,796.922,8036.19
forest,8304.68,4700.19,8215.75,8304.68,5679.36,2289.56,2690.33,1068.23,7443.27,7659.55,6082.64,915.365,960.425,2707.85,7018.44,7068.01,685.36,3628.05,6510.97,5790.52,4342.89,5045.04,3896.96,622.582,804.795,7473.7,7317.77,2598.71
water,5991.28,5526.79,5775.56,5969.21,875.997,448.14,495.438,706.677,3342.86,1381.88,2630.9,514.736,1223.19,2628.71,44.5521,615.929,1576.15,4569.5,5991.28,3416.84,1559.42,5503.15,4367.6,467.341,548.399,5329.16,3638.27,5760.89
impervious,2668.22,2587.42,729.629,519.499,2668.22,2319.94,2614.64,2421.38,1639.51,1519.35,1443.5,1747.26,2166.78,326.851,1044.4,1946.9,1483.35,745.138,2578.3,2419.17,2417.75,2087.5,344.018,632.45,372.576,2513.75,573.555,627.994
water,2562.53,2371.42,-234.126,1757.9,400,403.778,684.131,139.909,-248.819,1453.75,630.718,525.317,1934.23,2323.76,58.8762,397.536,1814.41,2562.53,1211,1732.69,-429.541,-41.7628,1451.58,1603.3,337.182,1012.85,1181.48,361.832
water,3113.94,1102.42,278.377,-495.236,141.991,554.349,550.32,991.343,-1943.93,-804.541,1870.07,839.824,3113.94,1595.72,102.372,1654.86,1456.04,1561.44,1735.08,2188.59,1249.91,1107.23,531.042,484.829,567.489,2090.74,2323.44,-1659.45
water,2716.74,2246.75,2365.03,1173.51,117.023,455.676,288.704,416.526,-1083.4,1629.12,-1008.49,375.813,1611.7,1446.27,168.433,389.302,2078.94,2716.74,2712.9,1675.78,-1.84813,34.4564,583.232,1074.32,331.196,664.459,1122.94,2081.79
forest,6682.22,6682.22,6002.03,3493.31,6582.5,6372.01,1344.86,297.707,6240.12,5000.4,5312.45,516.004,6060.69,1457.88,1380.12,321.464,4143.54,2604.01,5432.76,3829.06,1956.31,2220.25,580.456,4741.65,928.837,6641.08,2688.23,5517.16
forest,8079.17,7112.17,8070.21,8079.17,1711.78,7184.34,5266.89,6805.09,5606.98,6607.23,6698.28,6371.43,6895.71,5786.31,1518.08,2235.85,1120.84,1803.78,5907.44,957.616,1856.21,2155.05,5953.69,862.38,6679.86,6744.25,6532.26,6095.35
forest,8231.26,7741.03,8231.26,2992.4,7905.79,5283.02,8086.75,893.806,7436.44,1400.79,7594.51,3504.85,7919.91,6948.7,6680.91,7293.63,641.301,2951.43,3455.36,1023.96,3448.65,521.382,3375.16,560.308,5103.85,7662.09,7461.58,1330.41
water,2113.51,1724.99,185.362,-244,-118.765,617.134,489.774,-834.213,-1606.58,136.272,1476.87,1382.91,2113.51,1719.82,-48.5528,1525.61,1548.91,1823.53,262.059,1151.85,-459.132,861.239,-178.843,403.663,552.451,1393.24,2059.84,-2210
forest,7690.09,7690.09,4654.14,605.256,6315.54,289.296,729.532,1831.93,3892.39,514.981,354.716,429.621,1995.77,437.677,838.681,359.869,1160.47,2030.38,465.193,7100.57,2623.04,3433.3,261.033,839.703,302.834,6403.65,182.454,416.184
forest,7688.31,6865.07,1571.67,7536.25,7445.47,580.506,585.248,449.55,7688.31,1329.1,7620.49,374.648,1560.12,506.327,983.723,368.71,2394.29,994.842,6799.33,6492.64,383.411,2476.39,490.344,1120.34,380.771,6733.75,812.423,467.02
forest,8386.5,7778.22,1014.86,8386.5,8311.11,276.96,1316.05,2597.51,1482.81,524.17,7673.97,705.692,722.408,725.767,2370.11,7247.61,1864.08,2005.77,852.011,7632.42,1071.92,6807.2,2701.6,1133.35,336.891,7243.94,343.257,681.336
forest,7647.73,721.228,7647.73,3105.92,1143.51,442.021,7121.86,6235.93,4062.12,2104.78,7119.38,523.456,525.41,608.666,781.019,506.145,2655.87,1168.41,1042.39,1221.41,243.872,1097.77,370.342,469.906,2425.21,6829.82,1020.02,706.307
forest,7737.4,6854.21,6681.9,836.224,7222.61,846.637,7347.52,6050.83,3282.71,1193.46,4045.45,521.6,2150.12,940.211,900.591,894.631,1142.37,6213.83,7259.87,905.28,5554.2,5778.18,359.661,718.475,659.991,7737.4,452.892,7728.46
forest,7886.26,7716.24,1041.78,2841.34,7886.26,681.589,7776.37,1515.75,577.419,745.232,480.034,223.921,1373.05,457.015,514.622,757.335,896.151,1606.61,7414.29,6159.49,2244.85,2100.77,353.283,1477.25,605.291,4953.07,1051.34,455.237
water,2281.7,1389.79,469.174,1559.72,103.242,277.841,705.174,899.787,-347.687,1174.19,484.816,366.741,1807.12,2194.51,149.692,256.486,1742.6,2188.68,2281.7,2235.49,359.865,-152.754,1517.08,1326.44,380.343,373.02,1286.25,-862.386
water,3046.44,1054.56,168.731,-55.258,568.954,437.32,728.073,-293.557,-2068.5,1454.27,2458.4,475.942,2264.46,1161.15,95.5528,1359.84,1703.05,3046.44,2806.76,446.086,876.419,882.378,1423.03,578.112,603.851,1513.87,1956.14,-1703.41
impervious,2675.63,2013.46,1906.45,2196.45,1777.91,727.27,2140.07,2643.11,2505.08,2012.85,2413.73,2314.58,1580.11,2612.35,1496.79,2644.9,1618.93,2675.63,2609.91,2528.82,2269.87,2058.7,1649.82,2365.58,373.093,2595.21,2647.36,1933.53
farm,6852.58,6852.58,5541.59,701.45,5118.68,4876.47,5465.25,1655.31,6016.63,5450.42,1927.21,886.622,1669.06,518.737,2924.61,2919.39,1470.16,2489.6,3846.71,5717.11,3252.65,2004.25,4921.44,1231.73,3779.49,5148.9,5872.54,2485.38
water,1870.05,1358.57,182.435,-189.004,-181.461,409.667,1184.57,751.55,-2011.86,913.433,798.9,268.63,1609.33,1688.27,21.2458,636.98,1544.98,1805.56,-27.4676,463.478,1870.05,-896.046,1021.34,683.844,598.205,0,-527.979,-2072.6
forest,6781.64,6781.64,919.134,5068.81,5351.58,3133.64,5809.28,6124.34,2727.2,2103.59,6284.47,2062.34,533.571,549.03,1121.84,515.489,2870.1,835.246,5158.59,4793.12,2057.6,436.129,236.569,1642.14,2564.46,5780.69,570.299,3568.91
